chr1	4834966	4844545	2	2	1	1	0	43
chr1	4937756	4948249	1	1	1	1	0	43
chr1	4948356	4956966	1	1	1	1	3	43
chr1	4962293	4963639	1	1	1	1	0	28
chr1	4980886	4982536	2	2	1	4	0	40
chr1	5153849	5154639	1	1	1	1	0	7
chr1	5214075	5220170	1	1	1	1	0	43
chr1	6320392	6331153	1	1	1	2	0	36
chr1	7233596	7239738	1	1	1	3	0	14
chr1	9039450	9061704	2	4	1	1	0	38
chr1	10012375	10012547	2	2	1	1	0	15
chr1	10012381	10012547	2	2	1	3	0	7
chr1	10012617	10012834	2	2	1	2	0	20
chr1	10117752	10128944	1	1	1	1	0	31
chr1	10152572	10153725	1	1	1	2	0	35
chr1	10159186	10160412	1	1	1	1	0	27
chr1	10178707	10182617	1	1	1	1	0	42
chr1	10183248	10183827	1	1	1	1	0	6
chr1	10251267	10253887	2	2	1	6	0	45
chr1	10259184	10259451	2	2	1	2	0	32
chr1	11168821	11171287	1	1	1	3	0	18
chr1	11177977	11180505	1	1	1	3	0	35
chr1	16171584	16171950	2	2	1	35	0	46
chr1	16172161	16172713	2	2	1	2	0	6
chr1	16713703	16715909	2	2	1	2	0	38
chr1	16716054	16718178	2	2	1	1	0	11
chr1	21296271	21296815	1	1	1	1	0	34
chr1	22416753	22443567	2	2	1	1	0	45
chr1	23415331	23417806	2	2	1	1	0	34
chr1	23915531	23916789	2	2	1	1	0	40
chr1	24652510	24652644	1	1	1	1	0	18
chr1	24654759	24654788	0	0	1	1	17	39
chr1	30849912	30850852	2	2	1	3	0	30
chr1	30984112	30985118	2	2	1	0	1	20
chr1	32212090	32282980	1	1	1	1	0	15
chr1	33917519	33922521	2	2	1	1	0	44
chr1	34156606	34174170	1	1	1	1	0	7
chr1	34206173	34206356	1	1	1	1	0	46
chr1	34210391	34211263	1	1	1	1	0	40
chr1	34213304	34213777	1	1	1	3	0	29
chr1	34247759	34250234	1	1	1	1	0	12
chr1	34265086	34266855	1	1	1	1	0	33
chr1	34291019	34291891	1	1	1	1	0	24
chr1	34295433	34295622	1	1	1	1	0	22
chr1	34310565	34313248	1	1	1	1	0	32
chr1	34328749	34329439	1	1	1	2	0	26
chr1	34330998	34332400	1	1	1	1	0	10
chr1	34512491	34512659	1	1	1	1	0	23
chr1	36587881	36588346	2	2	1	1	0	43
chr1	36730771	36731291	1	1	1	3	0	34
chr1	36731366	36731531	1	1	1	3	0	25
chr1	36731632	36732277	1	1	1	69	0	46
chr1	36738507	36739163	1	3	1	4	0	44
chr1	36739260	36739417	2	2	1	1	0	15
chr1	37467507	37468949	2	2	1	1	0	41
chr1	37502049	37503501	2	2	1	2	0	23
chr1	37924398	37929240	2	2	1	1	0	33
chr1	37936916	37937141	1	1	1	1	0	24
chr1	38037406	38056886	1	1	1	1	0	27
chr1	38057013	38057105	1	1	1	1	0	44
chr1	38057191	38057945	1	1	1	2	0	41
chr1	38058616	38060674	1	1	1	4	0	43
chr1	38060893	38061244	1	1	1	2	0	22
chr1	38071457	38072148	1	1	1	1	0	6
chr1	38073185	38075073	1	1	1	1	0	35
chr1	38076739	38079753	1	1	1	1	0	33
chr1	38244173	38246986	2	2	1	1	0	15
chr1	38359245	38368952	2	2	1	1	0	37
chr1	38368990	38380801	2	2	1	1	0	10
chr1	38851722	38852293	2	2	1	2	0	8
chr1	39407337	39409094	1	1	1	0	3	31
chr1	39409221	39410034	1	1	1	105	2	44
chr1	39410148	39410382	1	1	1	131	1	45
chr1	39415571	39415958	2	2	1	1	0	9
chr1	40024421	40025784	1	1	1	1	0	19
chr1	40028203	40029248	1	1	1	1	0	20
chr1	42687617	42702715	2	2	1	3	0	27
chr1	42702763	42706000	2	2	1	1	0	38
chr1	42942625	42944564	1	1	1	1	0	33
chr1	43789523	43792876	2	2	1	1	0	34
chr1	44009677	44010723	1	1	1	1	0	16
chr1	44022753	44029670	1	1	1	1	0	22
chr1	44146265	44146924	2	2	1	2	0	37
chr1	44218392	44219690	1	1	1	1	0	17
chr1	51790456	51794801	2	2	1	1	0	5
chr1	51807896	51808162	2	2	1	1	0	45
chr1	51808250	51809944	2	2	1	1	0	18
chr1	51810014	51812391	2	2	1	1	0	5
chr1	51833558	51836157	2	2	1	3	0	6
chr1	51836695	51838690	2	2	1	4	0	33
chr1	53360370	53362325	1	1	1	2	0	40
chr1	53362430	53365162	1	1	1	3	0	21
chr1	55037419	55038785	2	2	1	2	0	32
chr1	55040722	55042262	2	2	1	1	0	10
chr1	55042365	55042451	2	2	1	5	0	29
chr1	55042650	55044960	2	2	1	3	0	37
chr1	55117867	55118214	2	2	1	1	0	44
chr1	55119507	55120231	2	2	1	1	0	43
chr1	55121311	55122225	2	4	1	1	0	12
chr1	55127572	55128209	1	1	1	2	0	36
chr1	55128375	55129871	1	1	1	0	1	41
chr1	55129962	55130228	1	1	1	7	2	40
chr1	55189385	55190129	1	1	1	1	0	35
chr1	57452547	57454814	1	1	1	1	0	4
chr1	57918776	57921864	1	1	1	1	0	19
chr1	58440671	58442045	1	1	1	1	0	27
chr1	58451500	58451805	2	2	1	1	0	27
chr1	58451897	58452105	2	2	1	3	0	29
chr1	58625830	58630248	1	1	1	1	0	33
chr1	58630409	58634807	1	1	1	2	0	4
chr1	59666767	59667328	1	1	1	1	0	36
chr1	59667444	59669153	1	1	1	1	0	8
chr1	59744916	59745791	1	1	1	1	0	36
chr1	59746224	59748161	1	1	1	1	0	41
chr1	59748235	59749712	1	1	1	0	2	7
chr1	59748296	59749653	1	1	1	5	0	37
chr1	59749812	59750429	1	1	1	1	0	42
chr1	59903113	59906494	1	1	1	2	0	35
chr1	60117401	60119677	2	2	1	1	0	14
chr1	60119751	60121195	2	2	1	1	0	22
chr1	60121809	60122913	2	2	1	2	0	4
chr1	60123000	60124869	2	2	1	1	0	18
chr1	60124916	60126204	2	2	1	1	0	28
chr1	60476392	60478100	1	1	1	2	0	18
chr1	60478119	60483143	1	1	1	2	0	15
chr1	60522500	60527358	2	2	1	1	0	23
chr1	63101413	63104862	2	2	1	1	0	15
chr1	63218533	63218616	1	1	1	23	0	44
chr1	63568000	63569393	1	1	1	2	0	5
chr1	63569458	63573444	1	1	1	2	0	23
chr1	64074924	64081472	2	2	1	2	0	18
chr1	64081597	64117865	2	2	1	1	0	44
chr1	66214655	66290820	1	1	1	1	0	23
chr1	66548695	66549708	1	1	1	3	0	30
chr1	66560761	66564801	1	1	1	1	0	4
chr1	67042717	67043497	2	2	1	21	0	43
chr1	67043571	67043948	2	2	1	1	0	6
chr1	67044126	67046026	2	2	1	4	0	29
chr1	72308708	72311306	1	1	1	1	0	36
chr1	72422614	72422860	1	1	1	3	0	32
chr1	72474882	72477218	2	2	1	2	0	36
chr1	72630435	72630983	1	3	1	1	0	7
chr1	72750483	72750830	1	1	1	2	0	22
chr1	72750960	72751300	1	3	1	30	0	44
chr1	72751384	72752660	1	1	1	76	14	45
chr1	74294174	74295116	1	1	1	1	0	24
chr1	74301745	74302901	1	1	1	1	0	19
chr1	74303003	74303511	1	1	1	5	0	32
chr1	74303613	74306929	1	1	1	9	0	38
chr1	74319469	74319941	2	2	1	1	0	7
chr1	74635097	74637520	2	2	1	1	0	17
chr1	74637591	74637688	2	2	1	1	0	5
chr1	74896425	74896500	1	1	1	1	0	14
chr1	74941403	74941497	2	2	1	1	0	14
chr1	75094915	75097219	2	2	1	1	0	31
chr1	75114461	75115990	2	2	1	1	0	36
chr1	75213234	75213495	1	1	1	1	0	15
chr1	75230105	75230566	2	2	1	1	0	32
chr1	75249006	75250600	2	2	1	4	0	11
chr1	75250691	75250811	2	2	1	1	0	43
chr1	75285354	75285942	2	2	1	6	0	30
chr1	75288676	75289048	2	2	1	1	0	23
chr1	75525710	75527147	1	1	1	2	0	44
chr1	77350485	77351407	2	2	1	2	0	20
chr1	78401983	78420271	2	2	1	1	0	8
chr1	78585581	78762578	1	1	0	0	4	23
chr1	78585581	78762583	1	1	1	103	7	44
chr1	78585583	78762578	1	1	0	0	3	23
chr1	80499908	80501432	2	2	1	1	0	27
chr1	82836171	82848405	1	1	1	1	0	43
