chr1	4847025	4847747	2	2	1	1	0	34
chr1	4928200	4937692	1	1	1	2	4	43
chr1	4937756	4948249	1	1	1	4	0	37
chr1	4948356	4956966	1	1	1	0	1	29
chr1	4957055	4959679	1	1	1	0	1	33
chr1	4959826	4960962	1	1	1	4	1	39
chr1	4980886	4982536	2	2	1	1	0	11
chr1	5163676	5165837	1	1	1	1	0	28
chr1	5203486	5206034	1	1	1	1	0	8
chr1	5220285	5232327	1	1	1	3	0	15
chr1	6342996	6344421	1	1	1	1	0	8
chr1	7231288	7233471	1	1	1	1	0	17
chr1	7233596	7239738	1	1	1	3	0	40
chr1	9918774	9935355	1	1	1	1	0	33
chr1	10012381	10012547	2	2	1	7	0	46
chr1	10012617	10012834	2	2	1	7	0	41
chr1	10095289	10097327	2	2	1	7	0	36
chr1	10110113	10115300	1	1	1	3	0	18
chr1	10115410	10117648	1	3	1	2	0	45
chr1	10117752	10128944	1	1	1	1	0	7
chr1	10158410	10159106	1	1	1	1	0	3
chr1	10159186	10160412	1	1	1	1	0	10
chr1	10178707	10182617	1	1	1	1	0	33
chr1	10251267	10253887	2	2	1	3	0	45
chr1	10253973	10254200	2	2	1	6	0	43
chr1	10259904	10264481	2	2	1	1	0	22
chr1	11168821	11171287	1	1	1	1	0	18
chr1	11171392	11177826	1	1	1	2	0	31
chr1	11180651	11182966	1	1	1	1	0	25
chr1	11615507	11633186	1	1	1	1	0	22
chr1	11633216	11658597	1	1	1	1	0	29
chr1	13014337	13059803	2	2	1	1	0	39
chr1	15338943	15338983	0	0	1	0	5	41
chr1	16171584	16171950	2	2	1	34	3	46
chr1	16172161	16172713	2	2	1	32	0	45
chr1	16172824	16172915	2	2	1	2	0	34
chr1	16445036	16460044	2	2	1	1	0	3
chr1	16713703	16715909	2	2	1	3	2	45
chr1	16776450	16779662	1	1	1	1	0	15
chr1	17217353	17227184	1	1	1	1	0	15
chr1	17228728	17230147	1	1	1	1	0	27
chr1	17685536	17691994	2	2	1	1	0	23
chr1	17817071	17817724	1	1	1	1	0	15
chr1	18105118	18128424	2	2	1	1	0	38
chr1	21296904	21299631	1	1	1	1	0	7
chr1	21854017	21866838	2	2	1	0	1	12
chr1	22416730	22443567	2	2	1	1	0	14
chr1	22416753	22443567	2	2	1	4	0	40
chr1	22449765	22460760	2	2	1	1	0	15
chr1	22511919	22514768	2	2	1	1	0	44
chr1	22766092	22844641	2	2	1	1	0	22
chr1	23415331	23417806	2	2	1	2	1	45
chr1	23910600	23915454	2	2	1	8	0	20
chr1	23915531	23916789	2	2	1	6	0	35
chr1	23916876	23930940	2	2	1	2	0	43
chr1	23931075	23961118	2	2	1	1	0	5
chr1	24059867	24060934	2	2	1	2	0	15
chr1	24652510	24652644	1	1	1	2	0	44
chr1	24654759	24654788	0	0	1	0	20	42
chr1	24754064	24767626	1	1	1	1	0	30
chr1	30849912	30850852	2	2	1	1	0	25
chr1	30859319	30859763	2	2	1	1	0	5
chr1	30859909	30860211	2	2	1	1	0	41
chr1	30860396	30863290	2	2	1	1	6	44
chr1	30984112	30985118	2	2	1	0	7	42
chr1	34191396	34191493	1	1	1	1	0	7
chr1	34191601	34193593	1	1	1	2	0	41
chr1	34206512	34206691	1	1	1	1	0	18
chr1	34206819	34206903	1	1	1	1	0	42
chr1	34207088	34208244	1	1	1	3	0	23
chr1	34209010	34209440	1	1	1	2	0	9
chr1	34210391	34211263	1	1	1	2	0	12
chr1	34212167	34213195	1	1	1	6	0	46
chr1	34213304	34213777	1	1	1	4	0	18
chr1	34213877	34223096	1	1	1	4	0	45
chr1	34226033	34236281	1	1	1	1	0	31
chr1	34236435	34237598	1	1	1	2	0	4
chr1	34251621	34251982	1	1	1	2	0	27
chr1	34252150	34253614	1	1	1	1	0	7
chr1	34281862	34283424	1	1	1	1	0	43
chr1	34288720	34289690	1	1	1	1	0	24
chr1	34289776	34290776	1	1	1	0	1	16
chr1	34291019	34291891	1	1	1	2	0	42
chr1	34307484	34307815	1	1	1	1	0	22
chr1	34307972	34309908	1	1	1	1	0	40
chr1	34327101	34328604	1	1	1	1	0	45
chr1	34328749	34329439	1	1	1	3	0	28
chr1	34905312	34908380	1	1	1	1	0	26
chr1	36216698	36218639	2	2	1	1	0	24
chr1	36218761	36221550	2	2	1	1	0	35
chr1	36388547	36390713	2	2	1	1	0	9
chr1	36730771	36731291	1	1	1	2	0	13
chr1	36731366	36731531	1	1	1	15	0	43
chr1	36731632	36732277	1	1	1	158	0	45
chr1	36739260	36739417	2	2	1	2	0	3
chr1	36920456	36928344	2	2	1	1	0	38
chr1	37476560	37477762	1	1	1	3	0	41
chr1	37537822	37575119	2	2	1	1	0	9
chr1	37888528	37894325	2	2	1	2	0	46
chr1	37894455	37903806	2	2	1	3	0	24
chr1	37932105	37933019	1	1	1	1	0	10
chr1	37936916	37937141	1	1	1	4	0	33
chr1	38026861	38029283	2	2	1	0	1	37
chr1	38037406	38056886	1	1	1	1	0	28
chr1	38057013	38057105	1	1	1	5	0	43
chr1	38058616	38060674	1	1	1	17	0	44
